title,link,snippet
学位授予和人才培养学科目录（2018年4月更新） - 中华人民共和国 ...,http://www.moe.gov.cn/jyb_sjzl/ziliao/A22/201804/t20180419_333655.html,学位授予和人才培养学科目录（2018年4月更新）. 2018-04-19 来源：研究生司收藏. 附件下载：学位授予和人才培养学科目录（2018年4月更新）. 扫描分享 扫一扫分享本页.
人社部：加强新职业人才培养_滚动新闻_中国政府网,https://www.gov.cn/xinwen/2021-05/07/content_5604961.htm,"May 7, 2021 ... 为加快培养高素质劳动者和技术技能人才，改善新职业人才供给质量结构，支持战略性新兴产业发展，近日，人社部印发《关于加强新职业培训工作的通知》。"
关于印发《学位授予和人才培养学科目录（2011年）》的通知- 中华 ...,http://www.moe.gov.cn/srcsite/A22/moe_833/moe_834/201103/t20110308_116439.html,"Mar 8, 2011 ... 关于印发《学位授予和人才培养学科目录（2011年）》的通知 · 一、已有博士、硕士学位授权点应按新目录进行对应调整，具体办法另行通知。 · 二、自印发之日起， ..."
我国高技能人才培养供给体系日益完善补贴性职业技能培训超1亿人次 ...,https://www.gov.cn/yaowen/2023-05/09/content_5754650.htm,"May 9, 2023 ... 我国高技能人才培养供给体系日益完善补贴性职业技能培训超1亿人次 · 技能人才是我国人才队伍的重要组成部分，是支撑中国制造、中国创造的重要力量。 · 成效 ..."
教育部关于加快建设高水平本科教育全面提高人才培养能力的意见 ...,http://www.moe.gov.cn/srcsite/A08/s7056/201810/t20181017_351887.html,"Oct 17, 2018 ... 深化高校本科专业供给侧改革，建立健全专业动态调整机制，做好存量升级、增量优化、余量消减。主动布局集成电路、人工智能、云计算、大数据、网络空间安全、 ..."
关于2025年国际组织人才培养项目面向在国外留学人员选拔的通知_ ...,http://jp.china-embassy.gov.cn/zytz_0/202503/t20250303_11566814.htm,"Mar 3, 2025 ... 每个子项目分成两种渠道，一是单位或个人自行联系渠道，即申请人自行联系国际组织岗位或国外高校后申请国家留学基金资助派出；二是国家留学基金委合作渠道，即 ..."
舒惠好出席全国高端会计人才培养项目毕业活动,https://www.mof.gov.cn/zhengwuxinxi/tupianxinwen1/202412/t20241211_3949336.htm,"Dec 10, 2024 ... 2024年12月11日 来源：会计司. 2024年12月4日，全国高端会计人才培养项目毕业活动在北京国家会计学院举行。财政部党组成员、部长助理舒惠好出席活动并 ..."
人力资源社会保障部关于印发《推进技工院校工学一体化技能人才 ...,https://www.mohrss.gov.cn/xxgk2020/fdzdgknr/qt/gztz/202203/t20220328_441386.html,"Mar 4, 2022 ... 工学一体化培养模式是依据国家职业技能标准及技能人才培养标准，以综合职业能力培养为目标，将工作过程和学习过程融为一体，培育德技并修、技艺精湛的技能 ..."
文化和旅游部办公厅关于印发《国家旅游人才培训基地管理办法 ...,https://zwgk.mct.gov.cn/zfxxgkml/zcfg/gfxwj/202012/t20201204_906331.html,"May 29, 2018 ... 为贯彻落实《“十三五”旅游人才发展规划纲要》，推进国家旅游人才培训基地建设，规范国家旅游人才培训基地运行管理，现将《国家旅游人才培训基地管理办法》（ ..."
（长安）长安全力推进技能人才培养工作,http://dghrss.dg.gov.cn/gkmlpt/content/4/4139/post_4139578.html,"Jan 12, 2024 ... 实现高质量发展，离不开技能人才的坚实支撑；加快培养更多高素质的技术技能人才，对于加快建设现代化产业体系、增强企业核心竞争力具有重要意义。"
小型模块化反应堆发展现状与趋势_国家核安全局,https://nnsa.mee.gov.cn/ztzl/haqshmhsh/haqrdmyyt/202405/202401/t20240123_1064446.html,"May 30, 2024 ... （1）我国在陆上小型模块化反应堆部署方面领先全球，工程建设进展良好。我国的“玲龙一号”反应堆是全球首个通过国际原子能机构官方审查的三代轻水SMR，也是全球 ..."
我国构建全球首个星地量子通信网_滚动新闻_中国政府网,https://www.gov.cn/xinwen/2021-01/08/content_5577894.htm,"Jan 8, 2021 ... 我国构建全球首个星地量子通信网 ... 中国科学技术大学1月7日宣布，中国科研团队成功实现了跨越4600公里的星地量子密钥分发，此举标志着我国已成功构建出天地 ..."
发展量子通信为何要上天？-新华网,http://www.xinhuanet.com/tech/20230627/faa8dd23a9d24eda80abc2966b0dc82d/c.html,"Jun 27, 2023 ... 廖胜凯指出，量子卫星的一个重要作用是作为中继扩展量子通信的距离，从而实现远距离、高难度的通信。“用于量子通信的地面基站（即可信中继）一般需要数十公里 ..."
量子通信与量子计算等研究取得突破----中科院2020年年度两类亮点 ...,https://www.cas.cn/zt/kjzt/2020ndldsx/kjcx/202101/t20210107_4773879.html,"Jan 7, 2021 ... 完成单位：中国科学技术大学、中国科学院上海技术物理研究所、微小卫星创新研究院、光电技术研究所、上海微系统与信息技术研究所、精密测量科学与技术 ..."
通往未来“造物时代”的合成生物学，有哪些用？一文看懂,https://stcsm.sh.gov.cn/xwzx/kjzl/20230712/52b053d56baa487c96cd2877ad6ab1d3.html,"Jul 12, 2023 ... 上世纪50年代DNA双螺旋结构发现后，遗传密码的破译、限制性内切酶的发现、PCR技术的发明等一系列重大分子生物学成就，催生了基因工程技术，也正式开启了合成 ..."
教育部关于合成生物学前沿科学中心立项建设的通知- 中华人民共和国 ...,http://www.moe.gov.cn/srcsite/A16/s3336/201810/t20181025_352692.html,"Oct 25, 2018 ... 一是完善建设规划，根据建设目标，认真研究吸纳专家组意见，进一步完善建设规划，明确建设任务，创新建设模式和实现路径。二是落实政策保障，强化主体建设责任， ..."
关于组织申报国家重点研发计划“生物与信息融合（BT与IT融合 ...,https://stcsm.sh.gov.cn/zwgk/kyjhxm/xmsb/20250425/10b781451160440ba58af7b857ef0808.html,4 days ago ... 根据《国家自然科学基金委员会关于发布国家重点研发计划“生物与信息融合（BT与IT融合）”“合成生物学”重点专项2025年度应急项目申报指南的通知》有关要求，为 ...
省科技厅关于组织申报量子通信与量子计算机国家科技重大专项公开 ...,https://kjt.hubei.gov.cn/kjdt/tzgg/202409/t20240914_5337966.shtml,"Sep 14, 2024 ... 省科技厅关于组织申报量子通信与量子计算机国家科技重大专项公开竞争类项目2024年度公开项目的通知 ... 1．各申报单位需严格按照申报通知中申报指南、工作 ..."
基础司张先恩司长赴美参加三国六方合成生物学国际会议-中华人民 ...,https://www.most.gov.cn/kjbgz/201208/t20120809_96141.html,"Aug 9, 2012 ... 会议邀请了来自中美英三国科学院和工程院共六方的相关领域科学家、政府官员和企业家代表，针对“合成生物学未来发展”、“全球面临的挑战”、“关键应用领域的 ..."
无需低温冷却，商用电信网实现长距离量子通信,https://www.stdaily.com/web/gjxw/2025-04/24/content_329852.html,5 days ago ... 科技日报记者张梦然. 工程师团队在德国长250公里的电信网络上成功发送了量子信息，这是已知首例利用现有商用电信基础设施实现相干量子通信的报道。
国务院关于印发国家技术转移体系建设方案的通知_科技_中国政府网,https://www.gov.cn/zhengce/content/2017-09/26/content_5227667.htm,"Sep 26, 2017 ... 加强技术转移人才培养。发挥企业、高校、科研院所等作用，通过项目、基地、教学合作等多种载体和形式吸引海外高层次技术转移人才和团队。鼓励有条件的高校 ..."
推动高端装备制造业创新发展－国务院国有资产监督管理委员会,http://www.sasac.gov.cn/n2588025/n2588134/c20550040/content.html,"Sep 3, 2021 ... 推动高端装备制造业创新发展 ... 习近平总书记指出：“科技创新成为国际战略博弈的主要战场，围绕科技制高点的竞争空前激烈。我们必须保持强烈的忧患意识，做好 ..."
杭州市人民政府办公厅关于印发加快推进高端装备制造业高质量发展 ...,https://www.hangzhou.gov.cn/art/2023/7/28/art_1229063382_1836282.html,"Jul 25, 2023 ... 优化完善企业梯度培育机制，积极鼓励行业龙头企业发挥“链主”带动作用，打造良好产业生态。 本措施自2023年8月27日起施行，有效期至2025年12月31日，由市经信局 ..."
关于印发药品技术转让注册管理规定的通知,https://www.nmpa.gov.cn/xxgk/fgwj/gzwj/gzwjyp/20090819174401722.html?type=pc&m=,"Aug 19, 2009 ... 第一条为促进新药研发成果转化和生产技术合理流动，鼓励产业结构调整和产品结构优化，规范药品技术转让注册行为，保证药品的安全、有效和质量可控，根据《药品 ..."
第10届中国—东盟技术转移与创新合作大会在广西南宁开幕-中华人民 ...,https://www.most.gov.cn/kjbgz/202209/t20220921_182483.html,"Sep 21, 2022 ... 中国—东盟技术转移联盟正式成立，作为国内首个专门面向东盟的技术转移合作机制，该联盟将联合国内科技创新能力强、资源集中的省市创新机构，以更有效地满足 ..."
关于对《新药技术转让注册管理规定（征求意见稿）》征求意见的通知,https://www.nmpa.gov.cn/xxgk/zhqyj/zhqyjyp/20071109000001731.html?type=pc&m=,"Nov 9, 2007 ... 各有关单位：. 根据《药品注册管理办法》，我司组织起草了《新药技术转让注册管理规定》，现予上网公开征求意见。 一、请局相关司室、直属单位和各省、 ..."
深圳市科技创新战略研究和技术转移促进中心公开选聘事业编制工作 ...,https://stic.sz.gov.cn/xxgk/rsxx/content/post_9802350.html,深圳市科技创新战略研究和技术转移促进中心公开选聘事业编制工作人员公告. 信息来源：深圳市科技创新委员会 发布时间：2022-05-20 A-A+ 视力保护色：. 深圳市科技创新战略 ...
跨国技术转移中的专利和相关法律问题——以绿色环保技术为代表行业,https://www.cnipa.gov.cn/transfer/pub/old/ztzl/ywzt/hyzscqgz/hyzscqdt/201311/P020131104570304761157.pdf,跨国技术转移的概念：中国法的界定和引进技术指南. 技术转移，也称技术转让，是指“所有人将自己的技术转移给他人的法律行为”，主要是. 指专利等工业产权的许可使用，以及专 ...
浙江省高端装备制造业发展“十四五”规划,https://zjjcmspublic.oss-cn-hangzhou-zwynet-d01-a.internet.cloud.zj.gov.cn/jcms_files/jcms1/web1585/site/attach/0/157823f5651e42ea85038c86b74becca.pdf,装备工业是工业的脊梁，高端装备制造业是国之重器，为经. 济部门进行生产和扩大再生产提供各种装备，被誉为工业经济的. 心脏。其涉及门类广，产业链条长，其转型升级、创新发展 ...
广东省科学技术厅关于开展2025年度技术转移人才培训工作的通知_ ...,http://gdstc.gd.gov.cn/zwgk_n/tzgg/content/post_4695699.html,"Apr 11, 2025 ... 为进一步加强我省技术转移体系建设，提升我省技术转移人员的职业能力，我厅委托国家技术转移人才培养基地——东莞松山湖高新技术产业开发区科技成果转化 ..."
国家发展改革委国家数据局财政部自然资源部关于深化智慧城市发展 ...,https://www.gov.cn/zhengce/zhengceku/202405/content_6952353.htm,"May 14, 2024 ... 加快推动城市建筑、道路桥梁、园林绿地、地下管廊、水利水务、燃气热力、环境卫生等公共设施数字化改造、智能化运营，统筹部署泛在韧性的城市智能感知终端 ..."
【我国新型智慧城市发展现状、形势与政策建议】-国家发展和改革 ...,https://www.ndrc.gov.cn/xxgk/jd/wsdwhfz/202005/t20200515_1228150.html,"May 15, 2020 ... 我国新型智慧城市发展现状、形势与政策建议 ... 智慧城市的概念自2008年提出以来，在国际上引起广泛关注，并持续引发了全球智慧城市的发展热潮。智慧城市已经 ..."
十部门关于印发加强工业互联网安全工作的指导意见的通知,https://www.mem.gov.cn/gk/zfxxgkpt/fdzdgknr/202012/t20201207_374143.shtml,到2020年底，工业互联网安全保障体系初步建立。制度机制方面，建立监督检查、信息共享和通报、应急处置等工业互联网安全管理制度，构建企业安全主体责任制，制定设备、平台、 ...
【【专家观点】数字医疗拓展应用场景提升诊疗效果】-国家发展和 ...,https://www.ndrc.gov.cn/wsdwhfz/202307/t20230714_1358366.html,"Jul 14, 2023 ... 【专家观点】数字医疗拓展应用场景提升诊疗效果 ... 当今，新一代数字技术正在驱动和引领就医服务、临床医疗、健康咨询等数字化转型和智慧化升级，重塑传统 ..."
我省发布超高清视频产业发展行动计划- 四川省人民政府网站,https://www.sc.gov.cn/10462/10464/10797/2019/5/27/7f4cc4784b4249928bccc6a3343ff1d9.shtml,"May 27, 2019 ... 近日发布的《四川省超高清视频产业发展行动计划（2019-2022年）》提出，到2022年，我省超高清视频产业总体规模有望超过3500亿元。《行动计划》从核心关键 ..."
驻旧金山副总领事查立友出席2017智慧城市论坛及科技展开幕式,http://sanfrancisco.china-consulate.gov.cn/zlghd/201706/t20170606_4141679.htm,"Jun 6, 2017 ... ... 智慧城市建设。硅谷作为世界创新中心，在物联网、大数据、云计算、人工智能等相关领域引领全球科技创新,为全球智慧城市建设源源不断地提供科技创新资源。"
中国—东盟智慧城市合作倡议领导人声明— 中华人民共和国外交部,https://www.mfa.gov.cn/web/gjhdq_676201/gjhdqzz_681964/lhg_682518/zywj_682530/201911/t20191104_9386087.shtml,"Nov 4, 2019 ... 认识到中国和东盟共同致力于最大程度扩大智慧城市项目对居民的积极影响，包括提升经济竞争力、促进环境可持续发展、提高生活质量等；同时最大程度降低城镇化 ..."
九国代表来蓉“取经”智慧城市建设——“2024智慧城市国际培训项目”在 ...,https://cdfao.chengdu.gov.cn/cdwqb/c146828/2024-11/08/content_1a50c72e1a4449f2b69a618ca6806d30.shtml,"Nov 6, 2024 ... 背景：世界智慧可持续城市组织成立于2010年，其秘书处设于韩国首尔，是由首尔市政府发起、多国地方政府参与的国际性合作组织，致力于通过更加高效透明的政务 ..."
超高清视频标准体系建设指南,https://www.nrta.gov.cn/module/download/downfile.jsp?classid=0&filename=bf76a17826bf446ba1d8ecffe4dff29d.pdf,超高清视频的技术演进不仅催生了芯片、内容制播、显. 示、传输等产业各环节的升级换代，还驱动了广播电视、安. 防监控、教育医疗、工业制造等行业以视频为核心的服务转. 型 ...
智慧城市怎么建有了量化标准重庆市新型智慧城市评估指标体系发布_ ...,https://www.cq.gov.cn/zwgk/zfxxgkml/hygq/202009/t20200911_8805415.html,"Sep 11, 2020 ... 市大数据发展局负责人表示，《指标体系》出台有助于各区县明确新型智慧城市建设目标，确保新型智慧城市建设方向准确。同时，通过扎实有效的评估，有助于各区县 ..."
《脑机接口研究伦理指引》和《人—非人动物嵌合体研究伦理指引 ...,https://www.most.gov.cn/kjbgz/202402/t20240202_189582.html,"Feb 2, 2024 ... 为促进脑机接口、人—非人动物嵌合体等领域的规范研究，国家科技伦理委员会人工智能伦理分委员会研究编制了《脑机接口研究伦理指引》，生命科学伦理分 ..."
2024“元宇宙理论与技术基础研究”专项项目申请指南（第II期）,https://www.nsfc.gov.cn/publish/portal0/tab442/info93729.htm,"Oct 24, 2024 ... 国家自然科学基金委员会信息科学部拟设立“元宇宙理论与技术基础研究”专项项目（第II期），旨在探索与发展元宇宙感知、仿真、交互、协作等基础理论与关键技术 ..."
关于加快北京城市副中心元宇宙创新引领发展若干措施的通知,https://www.bjtzh.gov.cn/bjtz/jdhy/202203/1515478.shtml,"Mar 3, 2022 ... A：“1”即一个应用创新中心，在张家湾设计小镇，用于元宇宙企业研发办公和元宇宙体验中心建设。“N”即文化旅游区、台湖演艺小镇、石化航天园、东郎产业园等多个 ..."
